source_path,destination_path,database,module,purpose,classification,execution_status,notes
database/migrations/V019__create_subaward_attachment_archive.sql,"",PostgreSQL,Subaward,V019  create subaward attachment archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V020__create_archived_attachment.sql,"",PostgreSQL,Attachments,V020  create archived attachment,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V021__create_protocol_core_archive.sql,"",PostgreSQL,Protocol,V021  create protocol core archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V022__create_protocol_personnel_archive.sql,"",PostgreSQL,Protocol,V022  create protocol personnel archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V023__correct_protocol_person_parent_resolution.sql,"",PostgreSQL,Protocol,V023  correct protocol person parent resolution,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V024__create_protocol_funding_archive.sql,"",PostgreSQL,Protocol,V024  create protocol funding archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V025__create_protocol_research_area_archive.sql,"",PostgreSQL,Protocol,V025  create protocol research area archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V026__create_protocol_location_archive.sql,"",PostgreSQL,Protocol,V026  create protocol location archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V027__create_protocol_submission_archive.sql,"",PostgreSQL,Protocol,V027  create protocol submission archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V028__create_protocol_action_archive.sql,"",PostgreSQL,Protocol,V028  create protocol action archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V029__create_protocol_amend_renewal_archive.sql,"",PostgreSQL,Protocol,V029  create protocol amend renewal archive,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V030__add_archive_list_performance_indexes.sql,"",PostgreSQL,Cross-module/platform,V030  add archive list performance indexes,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V031__add_protocol_unit_name.sql,"",PostgreSQL,Protocol,V031  add protocol unit name,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V032__drop_protocol_archive.sql,"",PostgreSQL,Protocol,"Forward-only removal of the Protocol Archive schema (V021-V029, V031). Protocol Archive is a distinct module from legacy IRB (archive.irb_* tables/views) and is being removed from the application; IRB is untouched",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V033__drop_award_unit_contact_and_proposal_person.sql,"",PostgreSQL,Award,"Schema cleanup: archive.award_unit_contact and archive.proposal_person are no longer part of the application (Award unit-contacts and Proposal people features were removed). Historical migrations V014, V015, and",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V034__create_protocol_archive.sql,"",PostgreSQL,Protocol,"Protocol Archive (new implementation). Oracle-direct only - see etl/load_protocols.py. This is a clean rebuild, not a restoration of the schema dropped by V032; it intentionally has a smaller shape than the old",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V035__create_award_attachment_archive.sql,"",PostgreSQL,Award,"Award Attachment Archive (Sprint 1: foundation only). Oracle-direct, metadata only - see etl/load_award_attachments.py. This migration creates the schema for Award attachment metadata; it does not",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V036__extend_award_attachment_upload_status.sql,"",PostgreSQL,Award,Award Attachment Archive (Sprint 2: resumable S3 upload). Sprint 1's upload_status CHECK constraint only ever needed PENDING and SKIPPED (nothing uploaded anything yet). Sprint 2 introduces the actual,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V037__create_etl_batch_framework.sql,"",PostgreSQL,Cross-module/platform,"Generic ETL batch framework: a deterministic, resumable manifest for ""select exactly N entities, then load/process exactly that membership"" workflows, shared across domains rather than one bespoke batch-table",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V038__create_award_custom_data.sql,"",PostgreSQL,Award,"Award Custom Data: KCOEUS.AWARD_CUSTOM_DATA, a generic key/value (EAV-style) table of custom attribute values attached to an Award, confirmed against the upstream Kuali Coeus source",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V039__create_award_person_units_and_credit_splits.sql,"",PostgreSQL,Award,"Award People expansion: the three remaining tables in Kuali's org.kuali.kra.award.contacts.AwardPerson object graph, confirmed against the upstream Kuali Coeus source (org.kuali.kra.award.contacts.AwardPersonUnit -> A...",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V040__create_award_terms.sql,"",PostgreSQL,Award,"Award Terms: the three real, currently-unarchived tables in Kuali's Award Terms subsystem, confirmed against the upstream Kuali Coeus source (org.kuali.kra.award.home.AwardSponsorTerm -> AWARD_SPONSOR_TERM,",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V041__create_award_contacts.sql,"",PostgreSQL,Award,"Award Contacts: AWARD_SPONSOR_CONTACTS and AWARD_UNIT_CONTACTS, confirmed against both the upstream Kuali Coeus OJB mapping (org.kuali.kra.award.contacts.AwardSponsorContact -> AWARD_SPONSOR_CONTACTS, org.kuali.kra.aw...",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
